Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utmEasting,utmNorthing,zone,letter,quality
1697060802.9384332,322,78377,0,GPS1_Frame,42.33853110166667,-71.08623323,21.54,328138.3289106825,4689471.881642742,19,T,5
1697060805.4020903,323,78378,0,GPS1_Frame,42.33853109166667,-71.086233275,21.542,328138.325176233,4689471.880623273,19,T,5
1697060807.8665802,324,78379,0,GPS1_Frame,42.33853107833333,-71.08623324,21.539,328138.3280232927,4689471.879071964,19,T,5
1697060810.3305795,325,78380,0,GPS1_Frame,42.33853106666667,-71.086233215,21.538,328138.33005106554,4689471.877725941,19,T,5
1697060812.796459,326,78381,0,GPS1_Frame,42.3385311,-71.08623320333334,21.534,328138.3311030067,4689471.88140377,19,T,5
1697060815.2627838,327,78382,0,GPS1_Frame,42.33853110333333,-71.086233235,21.53,328138.32850331254,4689471.881837918,19,T,5
1697060817.7327023,328,78383,0,GPS1_Frame,42.33853109,-71.08623322333334,21.534,328138.3294281144,4689471.880333772,19,T,5
1697060820.2011592,329,78384,0,GPS1_Frame,42.33853107833333,-71.086233265,21.54,328138.3259637314,4689471.879122495,19,T,5
1697060822.669611,330,78385,0,GPS1_Frame,42.338531075,-71.08623325166667,21.537,328138.3270530825,4689471.878725404,19,T,5
1697060825.1353462,331,78386,0,GPS1_Frame,42.33853107,-71.08623324833333,21.533,328138.32731406775,4689471.878163454,19,T,5
1697060827.6021445,332,78387,0,GPS1_Frame,42.338531073333336,-71.086233215,21.534,328138.33006922796,4689471.878466222,19,T,5
1697060830.0696557,333,78388,0,GPS1_Frame,42.33853107666667,-71.08623322,21.534,328138.32966639864,4689471.87884647,19,T,5
1697060832.5367904,334,78411,0,GPS1_Frame,42.33853117,-71.08623330833333,21.572,328138.322643563,4689471.889388966,19,T,5
1697060834.8277295,335,78412,0,GPS1_Frame,42.338531206666666,-71.086233295,21.572,328138.3238418868,4689471.89343357,19,T,5
1697060837.1186547,336,78413,0,GPS1_Frame,42.338531081666666,-71.086233245,21.554,328138.32762045914,4689471.879452212,19,T,5
1697060839.5856357,337,78414,0,GPS1_Frame,42.338531153333335,-71.086233225,21.556,328138.3294633543,4689471.887369825,19,T,5
1697060842.0522966,338,78415,0,GPS1_Frame,42.338531206666666,-71.08623326666667,21.558,328138.32617605524,4689471.893376302,19,T,5
1697060844.519294,339,78416,0,GPS1_Frame,42.338531188333334,-71.08623326166666,21.559,328138.3265380212,4689471.891330419,19,T,5
1697060846.9863632,340,78417,0,GPS1_Frame,42.338531145,-71.08623324166666,21.555,328138.32806761377,4689471.886478159,19,T,5
1697060849.453359,341,78418,0,GPS1_Frame,42.33853113833333,-71.08623327833334,21.559,328138.3250287611,4689471.885811987,19,T,5
1697060851.9205694,342,78419,0,GPS1_Frame,42.338531205,-71.08623330833333,21.569,328138.3227389159,4689471.893275449,19,T,5
1697060854.3872168,343,78420,0,GPS1_Frame,42.338531206666666,-71.08623335833333,21.573,328138.318624338,4689471.89356158,19,T,5
1697060856.854218,344,78421,0,GPS1_Frame,42.338531265,-71.08623332833334,21.569,328138.3212547294,4689471.899978416,19,T,5
1697060859.3209147,345,78422,0,GPS1_Frame,42.33853125833333,-71.08623327,21.558,328138.3260422073,4689471.899120228,19,T,5
1697060861.7874117,346,78423,0,GPS1_Frame,42.33853128333333,-71.08623330166667,21.564,328138.3235015411,4689471.901960294,19,T,5
1697060864.253472,347,78424,0,GPS1_Frame,42.338531278333335,-71.08623328666667,21.56,328138.32472365524,4689471.901374764,19,T,5
1697060866.7178183,348,78425,0,GPS1_Frame,42.338531231666664,-71.0862333,21.56,328138.3234980855,4689471.896219736,19,T,5
1697060869.1814425,349,78426,0,GPS1_Frame,42.33853122166666,-71.08623329833334,21.56,328138.32360814535,4689471.895105944,19,T,5
1697060871.6454804,350,78427,0,GPS1_Frame,42.338531241666665,-71.08623329333334,21.558,328138.3240745433,4689471.897316684,19,T,5
1697060874.1094558,351,78428,0,GPS1_Frame,42.33853121166667,-71.08623323833334,21.559,328138.3285238455,4689471.893874247,19,T,5
1697060876.5746548,352,78429,0,GPS1_Frame,42.33853124666667,-71.08623328,21.559,328138.32518659765,4689471.897844947,19,T,5
1697060879.0419652,353,78430,0,GPS1_Frame,42.338531235,-71.086233245,21.557,328138.32803819585,4689471.896478711,19,T,5
1697060881.3329947,354,78431,0,GPS1_Frame,42.33853123,-71.08623328666667,21.565,328138.3245919773,4689471.896007716,19,T,5
1697060883.7998462,355,78432,0,GPS1_Frame,42.33853125666667,-71.08623329666666,21.562,328138.32384080184,4689471.898989058,19,T,5
1697060886.2666035,356,78433,0,GPS1_Frame,42.33853125666667,-71.086233315,21.569,328138.3223304588,4689471.899026114,19,T,5
1697060888.733934,357,78434,0,GPS1_Frame,42.33853126166667,-71.086233305,21.561,328138.323167906,4689471.899561113,19,T,5
1697060891.2006733,358,78435,0,GPS1_Frame,42.338531231666664,-71.086233295,21.563,328138.3239099961,4689471.896209629,19,T,5
1697060893.6671844,359,78436,0,GPS1_Frame,42.338531253333336,-71.08623329166667,21.562,328138.3242436333,4689471.898608811,19,T,5
1697060896.1334345,360,78470,0,GPS1_Frame,42.338531251666666,-71.08623322833333,21.575,328138.3294566436,4689471.89829573,19,T,5
1697060898.6001494,361,78471,0,GPS1_Frame,42.338531233333335,-71.08623325333333,21.571,328138.32734713756,4689471.896310484,19,T,5
1697060901.0670717,362,78472,0,GPS1_Frame,42.338531276666664,-71.08623322666666,21.562,328138.3296620564,4689471.901068421,19,T,5
