Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utmEasting,utmNorthing,zone,letter,quality
1697060554.5465283,221,78123,0,GPS1_Frame,42.338293045,-71.08626228,22.729,328135.2871408578,4689445.505980143,19,T,5
1697060556.8346827,222,78124,0,GPS1_Frame,42.33829553333333,-71.08625899833334,22.733,328135.56427255436,4689445.7756575765,19,T,5
1697060558.9466188,223,78125,0,GPS1_Frame,42.338297355,-71.08625581166666,22.676,328135.8317616208,4689445.971498785,19,T,5
1697060561.0589333,224,78126,0,GPS1_Frame,42.33829991166667,-71.086252965,22.65,328136.0732429825,4689446.249643368,19,T,5
1697060563.1718647,225,78127,0,GPS1_Frame,42.33830274666666,-71.08624992333333,22.669,328136.3315472327,4689446.558300614,19,T,5
1697060565.4601383,226,78128,0,GPS1_Frame,42.338305008333336,-71.086246105,22.657,328136.6522733533,4689446.801723759,19,T,5
1697060567.573694,227,78129,0,GPS1_Frame,42.33830686666667,-71.08624315833333,22.625,328136.9000904042,4689447.002121653,19,T,5
1697060569.6876519,228,78130,0,GPS1_Frame,42.33830923666667,-71.08624012833333,22.592,328137.1561666284,4689447.2591678025,19,T,5
1697060571.8020425,229,78131,0,GPS1_Frame,42.33831148833333,-71.086237985,22.464,328137.33887449384,4689447.504866091,19,T,5
1697060573.7397265,230,78132,0,GPS1_Frame,42.33831375333333,-71.08623459833333,22.581,328137.6240477734,4689447.749531909,19,T,5
1697060575.8539603,231,78133,0,GPS1_Frame,42.33831574,-71.08623301,22.607,328137.7603112833,4689447.966925748,19,T,5
1697060577.9688947,232,78134,0,GPS1_Frame,42.338317493333335,-71.08623080166667,22.613,328137.9470163458,4689448.157156553,19,T,5
1697060580.083522,233,78135,0,GPS1_Frame,42.338319778333336,-71.08622900666667,22.575,328138.1011183491,4689448.407260326,19,T,5
1697060582.3744128,234,78136,0,GPS1_Frame,42.33832187,-71.08622644,22.555,328138.31826557894,4689448.634336212,19,T,5
1697060584.6647863,235,78162,0,GPS1_Frame,42.33840171,-71.086130985,22.024,328146.3996032539,4689457.3070303295,19,T,5
1697060586.7793818,236,78163,0,GPS1_Frame,42.338404535,-71.086127615,21.991,328146.6849283521,4689457.613913919,19,T,5
1697060588.8939214,237,78164,0,GPS1_Frame,42.338406725,-71.086123605,22.003,328147.02124836436,4689457.848992098,19,T,5
1697060591.1843684,238,78165,0,GPS1_Frame,42.338409595,-71.08612151166666,21.985,328147.20152097405,4689458.163452889,19,T,5
1697060593.4755301,239,78166,0,GPS1_Frame,42.338412645,-71.08611784,21.992,328147.5123110083,4689458.494711345,19,T,5
