Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,UTC_Time,Latitude,UTM_northing,Longtitude,UTM_easting,Altitude,Zone,Letter
1695688131.799162,186,1732,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.3,19,T
1695688132.802734,187,1733,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.3,19,T
1695688133.7989614,188,1734,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.3,19,T
1695688134.8016076,189,1735,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.3,19,T
1695688135.799462,190,1736,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.3,19,T
1695688136.7979906,191,1737,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.3,19,T
1695688137.79925,192,1738,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.3,19,T
1695688138.799614,193,1739,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.3,19,T
1695688139.799548,194,1740,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.3,19,T
1695688140.7998064,195,1741,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.3,19,T
1695688141.7977724,196,1742,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688142.8025305,197,1743,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688143.798972,198,1744,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688144.8164434,199,1745,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688145.7977774,200,1746,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688146.8185673,201,1747,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688147.820671,202,1748,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688148.7982733,203,1749,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688149.7986648,204,1750,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688150.818184,205,1751,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688151.799461,206,1752,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688152.800512,207,1753,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688153.798101,208,1754,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688154.7998075,209,1755,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688155.799912,210,1756,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688156.7983587,211,1757,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688157.7981567,212,1758,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688158.8007588,213,1759,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688159.7994196,214,1760,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.4,19,T
1695688160.798167,215,1761,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688161.7981431,216,1762,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688162.7990358,217,1763,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688163.8010166,218,1764,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688164.7992313,219,1765,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688165.7981713,220,1766,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688166.7989159,221,1767,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688167.799084,222,1768,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688168.7999313,223,1769,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688169.7982037,224,1770,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688170.8172946,225,1771,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688171.800807,226,1772,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688172.7973814,227,1773,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688173.799625,228,1774,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688174.8013265,229,1775,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688175.7991753,230,1776,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688176.7993557,231,1777,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688177.7991087,232,1778,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
1695688178.7990465,233,1779,0,GPS_frame,,42.273035,4682085.921356863,-71.029465,332641.5567753202,20.5,19,T
