Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Altitude,UTM_Easting,UTM_Northing,Zone,Letter
1698708215.2424088,21,1698708215,240139722,GPS1_Frame,42.27190333333333,-71.02840666666665,13.0,332725.8413244606,4681958.180239352,19,T
1698708216.2422535,22,1698708216,240239381,GPS1_Frame,42.27187333333333,-71.02837666666666,13.0,332728.23603819014,4681954.7900727885,19,T
1698708217.2437718,23,1698708217,241514205,GPS1_Frame,42.271845,-71.028345,12.9,332730.7726117944,4681951.5817008475,19,T
1698708218.2424173,24,1698708218,240411996,GPS1_Frame,42.27181666666667,-71.028315,12.9,332733.1717390533,4681948.376604249,19,T
1698708219.241498,25,1698708219,239514827,GPS1_Frame,42.271791666666665,-71.02828666666666,12.8,332735.4422371448,4681945.544919069,19,T
1698708220.2734292,26,1698708220,271949529,GPS1_Frame,42.27177,-71.02825833333333,12.7,332737.72155435337,4681943.0833709175,19,T
1698708221.2415383,27,1698708221,239566564,GPS1_Frame,42.271750000000004,-71.02822833333333,12.7,332740.142730614,4681940.803617464,19,T
1698708222.2426894,28,1698708222,240966081,GPS1_Frame,42.27173833333333,-71.02819166666667,12.7,332743.13574647193,4681939.436108861,19,T
1698708223.3031938,29,1698708223,302117824,GPS1_Frame,42.27174,-71.02815166666666,12.6,332746.43892837083,4681939.542598292,19,T
1698708224.242036,30,1698708224,240047216,GPS1_Frame,42.271750000000004,-71.02811333333334,12.6,332749.6267027103,4681940.577703845,19,T
1698708225.2427318,31,1698708225,240793228,GPS1_Frame,42.271765,-71.02807833333333,12.6,332752.55280303466,4681942.174563069,19,T
1698708226.2419047,32,1698708226,240228414,GPS1_Frame,42.27178333333333,-71.028045,12.6,332755.3502695015,4681944.144833604,19,T
1698708227.2416809,33,1698708227,239616394,GPS1_Frame,42.27180166666667,-71.02801500000001,12.6,332757.8728368697,4681946.121652931,19,T
1698708228.2736666,34,1698708228,271382808,GPS1_Frame,42.27182,-71.02798333333334,12.4,332760.53285153303,4681948.095199316,19,T
1698708229.2427125,35,1698708229,240777969,GPS1_Frame,42.271838333333335,-71.02795333333333,12.3,332763.0554160167,4681950.072020429,19,T
1698708230.2414014,36,1698708230,239356756,GPS1_Frame,42.27186166666667,-71.02791833333335,12.2,332766.0035486468,4681952.594225629,19,T
1698708231.2410865,37,1698708231,239643812,GPS1_Frame,42.27189166666667,-71.02788833333334,12.2,332768.55696474656,4681955.866525418,19,T
1698708232.2410457,38,1698708232,239150047,GPS1_Frame,42.271924999999996,-71.027875,12.1,332769.74470918626,4681959.541698517,19,T
1698708233.2417667,39,1698708233,239618539,GPS1_Frame,42.27196000000001,-71.02788000000001,12.0,332769.4249277636,4681963.437949825,19,T
1698708234.2420459,40,1698708234,239763975,GPS1_Frame,42.27199166666666,-71.02790166666666,11.9,332767.7218477797,4681966.996801594,19,T
1698708235.2420726,41,1698708235,240367650,GPS1_Frame,42.272025,-71.02793166666667,11.8,332765.33593619574,4681970.757090566,19,T
1698708236.2418516,42,1698708236,240036010,GPS1_Frame,42.272059999999996,-71.02796333333335,11.8,332762.81698707596,4681974.705722335,19,T
1698708237.2411556,43,1698708237,239584684,GPS1_Frame,42.27209166666667,-71.02799333333334,11.6,332760.42667289014,4681978.280945046,19,T
1698708238.241121,44,1698708238,239724397,GPS1_Frame,42.272119999999994,-71.02802166666667,11.6,332758.16499301593,4681981.482758543,19,T
1698708239.2407613,45,1698708239,239638805,GPS1_Frame,42.272145,-71.028045,11.6,332756.3068429084,4681984.304614853,19,T
1698708240.2415197,46,1698708240,239364147,GPS1_Frame,42.272166666666664,-71.028065,11.7,332754.71477379964,4681986.74978757,19,T
1698708241.2427409,47,1698708241,241104841,GPS1_Frame,42.27218333333334,-71.02808,11.7,332753.5218247913,4681988.629934402,19,T
1698708242.2417274,48,1698708242,240068435,GPS1_Frame,42.272194999999996,-71.02809166666665,11.8,332752.5905473524,4681989.94832911,19,T
1698708243.2412477,49,1698708243,239505767,GPS1_Frame,42.272205,-71.02810333333333,11.8,332751.654861951,4681991.081655831,19,T
1698708244.2411354,50,1698708244,239719867,GPS1_Frame,42.272211666666664,-71.02812166666666,11.9,332750.16056870786,4681991.85794256,19,T
1698708245.2733617,51,1698708245,271988630,GPS1_Frame,42.27221333333333,-71.02814666666667,11.9,332748.1032591271,4681992.092121529,19,T
1698708246.2410505,52,1698708246,239770174,GPS1_Frame,42.272205,-71.02817833333333,11.9,332745.46970731753,4681991.228988846,19,T
1698708247.2412922,53,1698708247,240095853,GPS1_Frame,42.27218833333333,-71.028205,11.8,332743.2264558137,4681989.430693983,19,T
1698708248.241791,54,1698708248,239663600,GPS1_Frame,42.272166666666664,-71.02823,11.8,332741.10742533836,4681987.073921226,19,T
1698708249.2425823,55,1698708249,240626573,GPS1_Frame,42.27214333333333,-71.02826,11.7,332738.57164077566,4681984.5419037165,19,T
1698708250.243029,56,1698708250,240571737,GPS1_Frame,42.27212166666666,-71.02829333333334,11.7,332735.7653670027,4681982.201503821,19,T
1698708251.2425888,57,1698708251,240177392,GPS1_Frame,42.27210166666667,-71.02833166666666,11.6,332732.55115583853,4681980.055996237,19,T
1698708252.242735,58,1698708252,240818977,GPS1_Frame,42.27208,-71.02837,11.6,332729.33253379643,4681977.725421949,19,T
1698708253.3039026,59,1698708253,302405834,GPS1_Frame,42.272055,-71.02840666666665,11.6,332726.2425398697,4681975.021438342,19,T
1698708254.2433918,60,1698708254,240864038,GPS1_Frame,42.27202833333334,-71.02843666666666,11.5,332723.69792760175,4681972.119289721,19,T
1698708255.2428193,61,1698708255,240573167,GPS1_Frame,42.27199666666667,-71.02845166666665,11.6,332722.3771210276,4681968.632466396,19,T
1698708256.2422113,62,1698708256,240089416,GPS1_Frame,42.27196166666666,-71.02845166666665,11.7,332722.2845308002,4681964.746035849,19,T
1698708257.2409813,63,1698708257,239571809,GPS1_Frame,42.271930000000005,-71.02843333333334,11.6,332723.71269204037,4681961.193721498,19,T
1698708258.2422545,64,1698708258,239864826,GPS1_Frame,42.2719,-71.02840666666665,11.5,332725.8325065528,4681957.810103116,19,T
1698708259.241953,65,1698708259,240539073,GPS1_Frame,42.27187166666666,-71.02837833333334,11.5,332728.0941806948,4681954.608279118,19,T
1698708260.2421806,66,1698708260,240630626,GPS1_Frame,42.271845,-71.02835,11.5,332730.36026579764,4681951.591524038,19,T
1698708261.2416995,67,1698708261,240513563,GPS1_Frame,42.27182,-71.02832166666667,11.4,332732.6307616676,4681948.759837877,19,T
1698708262.2412739,68,1698708262,239660739,GPS1_Frame,42.271795000000004,-71.02829333333334,11.4,332734.90125941497,4681945.928152512,19,T
1698708263.2421615,69,1698708263,240612506,GPS1_Frame,42.27177166666667,-71.02826833333333,11.4,332736.9012700267,4681943.288084591,19,T
1698708264.2422373,70,1698708264,240579843,GPS1_Frame,42.271755,-71.028245,11.4,332738.7814676651,4681941.391563971,19,T
1698708265.2433887,71,1698708265,241780042,GPS1_Frame,42.27174333333334,-71.02821999999999,11.4,332740.8123408307,4681940.046974034,19,T
1698708266.2419376,72,1698708266,240501642,GPS1_Frame,42.27173666666666,-71.02819166666667,11.3,332743.1313379997,4681939.25104075,19,T
1698708267.2428617,73,1698708267,240680932,GPS1_Frame,42.27173833333333,-71.02816166666666,11.3,332745.6098266089,4681939.377174706,19,T
1698708268.2414496,74,1698708268,240267276,GPS1_Frame,42.271744999999996,-71.02813666666665,11.3,332747.68919346307,4681940.068336019,19,T
1698708269.2423892,75,1698708269,240890979,GPS1_Frame,42.27175333333333,-71.02811666666666,11.3,332749.3606215912,4681940.954388107,19,T
1698708270.2421367,76,1698708270,240591764,GPS1_Frame,42.27176666666666,-71.02809666666667,11.3,332751.045274087,4681942.395644913,19,T
1698708271.2737386,77,1698708271,272592544,GPS1_Frame,42.27178333333333,-71.02807,11.3,332753.2885375386,4681944.19394252,19,T
1698708272.2419484,78,1698708272,240497112,GPS1_Frame,42.27180499999999,-71.02803333333333,11.2,332756.369716806,4681946.527801767,19,T
1698708273.2427986,79,1698708273,241275787,GPS1_Frame,42.27182500000001,-71.02799333333334,11.2,332759.7213833744,4681948.670046549,19,T
1698708274.2721841,80,1698708274,270810127,GPS1_Frame,42.27184666666667,-71.02795333333333,11.2,332763.0774558296,4681950.99736099,19,T
1698708275.2423258,81,1698708275,239877462,GPS1_Frame,42.27186833333334,-71.02792,11.2,332765.88373159163,4681953.337771783,19,T
1698708276.2430222,82,1698708276,241215229,GPS1_Frame,42.27189333333334,-71.02789333333334,11.2,332768.14902690187,4681956.06141451,19,T
1698708277.2434347,83,1698708277,241093873,GPS1_Frame,42.27192166666667,-71.02788000000001,11.2,332769.32354810135,4681959.181383206,19,T
1698708278.2425106,84,1698708278,240702390,GPS1_Frame,42.27195,-71.02788000000001,11.2,332769.3984808879,4681962.327541138,19,T
1698708279.2431924,85,1698708279,240693330,GPS1_Frame,42.27198,-71.02789333333334,11.2,332768.37823458476,4681965.684956432,19,T
1698708280.2430477,86,1698708280,240781784,GPS1_Frame,42.27200833333333,-71.027915,11.2,332766.66633996187,4681968.873672266,19,T
1698708281.2424526,87,1698708281,240786075,GPS1_Frame,42.27203833333333,-71.02794333333333,11.1,332764.40906195564,4681972.2605516575,19,T
1698708282.2421532,88,1698708282,240389108,GPS1_Frame,42.272065000000005,-71.02797166666666,11.1,332762.14297016757,4681975.277295618,19,T
1698708283.2750328,89,1698708283,273628473,GPS1_Frame,42.27209166666667,-71.02799833333333,11.1,332760.014328512,4681978.29076654,19,T
1698708284.243053,90,1698708284,240586996,GPS1_Frame,42.27211833333334,-71.02802166666667,11.1,332758.1605848811,4681981.297690422,19,T
1698708285.2415884,91,1698708285,240128040,GPS1_Frame,42.27214333333333,-71.028045,11.1,332756.3024347207,4681984.119546732,19,T
1698708286.241706,92,1698708286,239747762,GPS1_Frame,42.27216333333334,-71.028065,11.1,332754.70595733356,4681986.379651326,19,T
1698708287.2410467,93,1698708287,239665746,GPS1_Frame,42.272176666666674,-71.02807833333333,11.2,332753.64163966675,4681987.886387943,19,T
1698708288.2411413,94,1698708288,239246368,GPS1_Frame,42.27218333333334,-71.02808499999999,11.2,332753.10948100936,4681988.639756319,19,T
1698708289.2429025,95,1698708289,241464853,GPS1_Frame,42.27218666666666,-71.02809,11.2,332752.70595380553,4681989.019714506,19,T
1698708290.2415752,96,1698708290,239694356,GPS1_Frame,42.27219333333334,-71.02809666666667,11.3,332752.1737953398,4681989.773082962,19,T
1698708291.2422934,97,1698708291,240844964,GPS1_Frame,42.27220166666666,-71.02811333333334,11.3,332750.8213579858,4681990.7311636675,19,T
1698708292.2427104,98,1698708292,240364551,GPS1_Frame,42.272205,-71.02814333333335,11.3,332748.3561128146,4681991.16023276,19,T
1698708293.243498,99,1698708293,241190671,GPS1_Frame,42.272196666666666,-71.02817666666667,11.3,332745.5851128026,4681990.300374096,19,T
1698708294.2420626,100,1698708294,240856885,GPS1_Frame,42.27217833333334,-71.02821333333333,11.3,332742.5127648817,4681988.336656123,19,T
1698708295.2437036,101,1698708295,242127895,GPS1_Frame,42.272153333333335,-71.02825333333334,11.3,332739.1478846884,4681985.639215446,19,T
1698708296.2422938,102,1698708296,240873575,GPS1_Frame,42.27212833333333,-71.028295,11.3,332735.6455538603,4681982.945050629,19,T
